STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2015,50.0503503017181,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2015,22.7617347856024,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2015,17.8250254097149,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2016,25.67118639608494,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Eastern and Southern,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2016,54.33100770155437,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Western and Central,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2016,39.18930043581483,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2016,13.729662012210749,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2016,18.72504474004883,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2016,42.421338308596106,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2016,35.73508362374645,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2016,38.12113561340475,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2016,38.26506969695801,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2016,12.526709042226376,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2005,39.7683599707831,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2005,22.6799735528213,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2005,16.6255771860203,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2006,25.652229354469775,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Eastern and Southern,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2006,50.28765711169054,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Western and Central,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2006,36.8974241345293,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2006,14.935353553218219,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2006,23.85672353379219,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2006,40.49469377233295,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2006,39.81697755436807,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2006,42.62465822380174,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2006,42.818501182523185,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2006,17.153172529840955,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2017,15.5984191206377,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,24.875241917466234,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Eastern and Southern,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,47.264083864273644,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Western and Central,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,39.46406934747451,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,12.958235238888768,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,19.71964060811194,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,44.51423913632748,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,31.39093799349026,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,33.332821126529154,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,33.483743651249696,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,12.601170215836449,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,16.13511007000349,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECA,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2018,24.449338007134926,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia (excluding high income),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2014,42.7253818994792,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2014,20.5339311723167,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2014,15.2750857745994,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2015,26.73481710946733,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Eastern and Southern,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2015,58.85557377955858,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Western and Central,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2015,40.67777264365229,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2015,14.359738174283992,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2015,19.423012600432774,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2015,42.05646130360513,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2015,38.974501371312115,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_EN_ATM_PM25_MC_M3,_T,_T,_T,MCG_M3,_Z,_Z,_Z,2015,41.609992685848795,_Z,NUMBER,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Total,All age ranges or no breakdown by age,Total,Micrograms per cubic meter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
